0.0,0.0
108.480249895,-140.028
-52.4519889606,79.6826000002
67.0550995232,-52.8994666666
-116.92422539,-49.0097999998
28.6101757963,9.33520000012
-18.6760869791,162.588066667
-16.490587439,61.3456000003
-6.75518039629,-37.8964666665
97.9501157475,58.5672666669
-131.825358618,47.565066667
-86.724595383,48.8986666668
142.355492764,122.3578
-1.192090658,-92.3517999998
32.6831522114,-68.2358666665
-39.1403099438,13.6694000002
-182.389870703,3.77853333366
35.2660153046,80.6828
137.785811908,64.1239333333
-41.6238321492,-45.1201333331
45.7961494522,-21.5598666667
146.229787404,14.891866667
170.369623233,-49.4543333332
71.0287350503,-97.2416666663
-43.7099908,129.136933333
94.8705482146,133.804533333
-81.956232751,154.3642
9.53672526543,116.134333333
25.6299491513,-161.476733333
-45.8954903401,-106.576866666
61.988714226,111.577866667
98.3474793007,-74.5704666663
63.3794866598,168.7004
-58.6111240278,-149.918866666
177.323485405,61.6790000002
-75.9957794596,-65.6798
-129.937881742,-106.3546
70.7307123851,6.77913333359
-108.77827256,-2.11153333313
65.2669635362,-164.6996
-181.098439157,54.2330666667
-75.3003932427,15.1141333335
186.760869783,25.6718000003
-184.277347579,-58.1227333331
51.5579209663,37.7853333335
-60.69728268,-186.815133333
-157.157285104,95.1301333336
144.242969641,-114.800733333
-159.839489086,-24.7827333331
11.7222248056,193.372
175.734031194,-94.6855999998
32.2857886596,144.806733333
-19.9675185251,-138.6944
-109.572999665,99.6866000002
105.50002325,23.2268666669
198.483094588,-15.1141333331
-149.21001405,-76.7931333333
39.1403099438,-117.3568
-90.2015264691,-122.6912
-2.980226645,26.6720000002
123.282042234,-36.2294666664
-125.964246215,-148.363
-95.8639570967,-168.811533333
-75.8964385717,-26.4497333333
-119.507088484,146.696
-52.4519889606,187.926466667
-8.14595283156,-192.260666666
-144.242969641,7.66819999999
98.8441837418,173.256866667
111.46047654,99.6866000002
-22.1530180652,100.909066667
141.163402106,-77.0153999998
170.071600568,100.3534
38.5442646148,-196.3726
-166.495328594,-107.577066667
89.1087766991,-24.3381999997
193.317368403,-161.587866667
198.582435476,-198.484133333
-187.555596889,235.602666667
132.520744835,-205.818933333
-280.041963786,97.1305333333
79.2740287698,-291.280466666
-131.825358618,-215.932066666
281.532077108,139.3612
-163.713783725,-191.593866667
199.774526134,175.257266667
-84.5390958429,-240.3814
-229.179429037,-82.5720666667
54.6374885007,-247.605066667
-146.329128293,207.263666667
-289.578689052,55.4555333335
-164.409169942,-238.269866666
-267.624352764,18.2258666668
-119.010384043,283.278866667
278.849873128,-125.6918
-227.192611273,61.4567333333
-255.703446181,160.587666667
94.1751619963,222.155533333
263.650717235,49.1209333333
118.116316048,-257.495933333
115.235430291,-175.035
-63.6775093251,278.277866667
-102.22177394,217.7102
243.087153383,-102.6872
167.78676014,240.937066667
-42.6172410299,231.935266667
-231.166246801,195.150133333
241.994403612,95.7969333335
-216.662477126,-36.8962666667
137.090425691,258.162733333
53.9421022823,262.3858
-181.297120932,-140.3614
10.5301341476,-247.3828
-107.486841013,-274.165933333
-218.847976667,145.6958
-276.068328259,-117.3568
-161.329602409,131.3596
157.057944216,-166.811133333
-20.4642229661,300.949066667
223.914361962,146.3626
212.688841598,-69.7917333332
-231.265587689,109.466333333
12.8149745756,263.941666667
177.02546274,143.917666667
280.836690891,-10.7799333334
-200.370571463,-201.595866667
246.166720916,-160.921066667
-241.497699171,-198.7064
-214.079614033,-168.255866667
-270.902602074,-76.6819999999
-40.133718826,-274.277066667
225.007111732,63.2348666669
168.978850798,-222.266666667
235.835268545,196.261466667
92.1883442334,275.3884
-278.651191351,-39.2300666663
305.175208496,-68.2358666665
-180.204371162,190.149133333
26.027312703,312.7292
-131.72601773,241.159333333
-215.569727356,-130.470533333
235.636586768,-201.484733333
-20.662904742,-231.157333333
169.475555239,-257.7182
295.539142342,31.7841333336
219.245340218,-131.581866667
172.853145437,204.3742
249.941674667,9.77973333352
-3.97363552714,228.934666667
202.357389228,223.489133333
205.635638538,108.910666667
-309.347525799,23.4491333334
-319.579637283,-86.6839999999
416.238321483,-63.1237333331
-382.959123943,-119.468333333
64.2735546541,393.634266667
86.823936271,-368.407
-168.084782805,-347.180533333
-40.8291050429,-355.515533333
388.621554569,-143.584266667
-342.626723341,-187.481933333
-41.921854813,417.4168
-256.200150622,223.266866667
319.082932842,-225.7118
208.814546959,-331.844133333
413.75479928,14.891866667
89.804162916,367.517933334
